"unconstrained","increasing"
43.3255398201303,43.3254665873019
28.3087289611306,28.3087521038634
10.2082707463166,10.2082707894082
8.17581989265821,8.175819892649
6.63728798274945,6.63728798282892
6.52146676053447,6.52146676054296
44.9476363727428,44.9476282984417
22.9117899225228,22.911772449159
10.3666593051652,10.3666592822829
8.00206242576544,8.00206242547173
6.68413215333398,6.68413215333042
6.53299655612085,6.53299655631985
41.5891337461268,41.5891316458951
24.8584625706607,24.8584632423116
9.61310871656979,9.61310871655525
7.82913846307734,7.82913846307712
6.66500568110809,6.66500568109428
6.51719354475557,6.5171935447161
44.0842838427811,44.0841805634753
26.3542852418187,26.3542850868737
10.1811185829516,10.1811185430578
8.24036871777466,8.24036871847503
6.70425786739459,6.70425786739186
6.5055197112784,6.50551971117685
54.642611396378,54.6426111618327
24.0344323485764,24.034432717621
10.2527412798102,10.2527412428044
7.80747058766921,7.80747058620533
6.65900437262932,6.65900437262499
6.51155772538837,6.51155772538492
42.7184429195067,42.71844405563
23.8834620848592,23.8834624058178
9.45324938582782,9.45324937491487
8.23268390706525,8.23268390642672
6.70863162124195,6.70863162122873
6.50396911357255,6.5039691135703
47.7026646023128,47.7026971863213
25.334530347499,25.334551220422
10.0399107579219,10.0399107587996
8.12966402043373,8.12966402035769
6.6761182260187,6.67611822601869
6.52343646170101,6.52343646171678
39.7173323281407,39.7173355445345
26.527971763686,26.5279716202017
9.53940923610652,9.53940922252598
8.21286942796353,8.21286941403894
6.70903319663173,6.70903319662597
6.50097839018064,6.50097839018731
46.3906452836542,46.3906390902942
23.6487256627461,23.6487260656224
9.96593565226713,9.96593561927476
8.12900568395825,8.12900568395802
6.70617249075509,6.70617249074553
6.515678497832,6.51567849783112
415.773121508493,43.0793125516376
265.975605264423,29.3030340757593
67.9780108297245,13.4753667945633
30.1635226763151,6.14462759898912
6.22677518247004,1.95752720736993
3.4946045592307,1.53517448989806
479.019942138897,47.0389780345689
270.819841096014,28.6993360723578
59.8083370291231,12.3611730627755
32.2669895494456,7.2305198281882
7.60190219384747,2.38770576693766
3.91614896154152,1.45447838435821
360.34777246291,52.0638592989214
255.553200721989,27.1697790018791
62.3314339521308,13.938514021241
31.0867417867053,6.2910405825906
6.69905228547162,2.09310480359437
3.60395295073813,1.39413030394966
370.976619779727,46.8798267443022
235.936067746546,28.4549190494256
68.576983294708,14.6029303073702
30.7814113244984,7.14417815818128
5.88385778548751,1.84327741288987
3.23317911493416,1.47714439336613
344.849153649825,44.4221764010934
253.62470506303,28.9834261253417
65.5172960172281,16.3436398348121
30.0024602360469,6.75855171702559
6.36790591779983,2.03842830800157
3.96679369418819,1.5081387784076
364.673799134823,40.5357091724189
240.151617952341,25.9918361422032
57.189072190392,11.8974937203853
30.5712122042338,7.63671091296715
7.28661871967968,2.24095905380061
3.84621893817729,1.46309462912331
418.46178848525,50.9421819948103
279.320760985851,32.5324974098175
59.6864015914022,13.7357991458289
33.1498380727533,6.8514952994874
6.67305961953051,1.97698828614656
3.36918215334813,1.5336309078085
505.466775673762,47.6484536404991
253.886441227594,29.3721759393301
56.2495721213804,12.3112314849813
31.9144091043582,6.26641620494824
6.20403353666637,1.92266980265062
3.5713279039081,1.41713121717745
390.738549626022,41.9460697070306
303.653156061732,28.8595193421516
63.7565838399597,15.1418910213803
30.9060277631336,8.0858554585759
6.2742156764551,2.01329900878609
3.27062549453208,1.51538632422857
788.061168392063,77.8088409054829
723.203171224098,42.0455382646158
448.989520938991,15.526391261815
387.814943823728,10.8770252400694
190.012056595186,5.37302927777785
118.292389927322,3.58267850797425
861.979928857513,72.2964731134633
800.129747813198,45.6937607878359
452.766128857195,16.05587737355
377.590091014043,11.540759332313
165.657899775671,4.67599226983672
123.390103427325,3.22341720641967
800.427020584144,74.6320133773754
914.132590299673,56.8648379940406
477.749657176753,15.9065010562958
391.272703336035,11.4003592061762
